date,roll,color,number
20180207,10293,R,32
20180207,10294,R,34
20180207,10295,B,13
20180207,10296,B,10
20180207,10297,R,32
20180207,10298,R,12
20180207,10299,B,13
20180207,10300,R,3
20180207,10301,B,17
20180207,10302,B,11
20180207,10303,R,5
20180207,10304,R,1
20180207,10305,B,15
20180207,10306,B,22
20180207,10307,B,22
20180207,10308,R,27
20180207,10309,B,10
20180207,10310,B,11
20180207,10311,R,30
20180207,10312,B,31
20180207,10313,B,8
20180207,10314,B,17
20180207,10315,R,12
20180207,10316,R,21
20180207,10317,B,13
20180207,10318,R,7
20180207,10319,B,13
20180207,10320,B,2
20180207,10321,B,2
20180207,10322,B,10
20180207,10323,B,22
20180207,10324,B,33
20180207,10325,B,24
20180207,10326,R,1
20180207,10327,R,30
20180207,10328,B,28
20180207,10329,R,1
20180207,10330,B,10
20180207,10331,R,12
20180207,10332,B,2
20180207,10333,R,36
20180207,10334,R,23
20180207,10335,B,11
20180207,10336,B,6
20180207,10337,R,21
20180207,10338,R,23
20180207,10339,B,2
20180207,10340,B,22
20180207,10341,B,2
20180207,10342,B,15
20180207,10343,B,8
20180207,10344,B,4
20180207,10345,R,19
20180207,10346,G,0
20180207,10347,R,14
20180207,10348,R,14
20180207,10349,B,24
20180207,10350,B,22
20180207,10351,B,24
20180207,10352,B,35
20180207,10353,R,14
20180207,10354,B,13
20180207,10355,R,23
20180207,10356,B,10
20180207,10357,R,1
20180207,10358,B,10
20180207,10359,R,23
20180207,10360,B,29
20180207,10361,R,16
20180207,10362,B,35
20180207,10363,B,26
20180207,10364,R,7
20180207,10365,G,0
20180207,10366,R,36
20180207,10367,R,18
20180207,10368,B,24
20180207,10369,R,25
20180207,10370,R,32
20180207,10371,R,18
20180207,10372,B,31
20180207,10373,B,26
20180207,10374,B,15
20180207,10375,B,8
20180207,10376,R,9
20180207,10377,B,31
20180207,10378,R,1
20180207,10379,B,4
20180207,10380,B,33
20180207,10381,B,22
20180207,10382,B,28
20180207,10383,R,18
20180207,10384,B,17
20180207,10385,R,7
20180207,10386,R,36
20180207,10387,B,2
20180207,10388,R,18
20180207,10389,B,13
20180207,10390,B,35
20180207,10391,B,35
20180207,10392,R,18
20180207,10393,R,23
20180207,10394,R,30
20180207,10395,B,11
20180207,10396,R,27
20180207,10397,R,14
20180207,10398,R,30
20180207,10399,B,31
20180207,10400,R,21
20180207,10401,B,6
20180207,10402,R,5
20180207,10403,B,17
20180207,10404,B,6
20180207,10405,R,14
20180207,10406,R,36
20180307,10407,B,17
20180307,10408,R,36
20180307,10409,B,26
20180307,10410,B,22
20180307,10411,B,11
20180307,10412,R,18
20180307,10413,B,17
20180307,10414,B,17
20180307,10415,G,0
20180307,10416,R,36
20180307,10417,R,12
20180307,10418,B,28
20180307,10419,B,28
20180307,10420,B,28
20180307,10421,R,12
20180307,10422,B,15
20180307,10423,B,29
20180307,10424,B,22
20180307,10425,G,0
20180307,10426,R,12
20180307,10427,R,5
20180307,10428,R,23
20180307,10429,R,25
20180307,10430,B,33
20180307,10431,B,26
20180307,10432,R,19
20180307,10433,R,18
20180307,10434,B,13
20180307,10435,B,6
20180307,10436,R,25
20180307,10437,R,30
20180307,10438,B,10
20180307,10439,R,30
20180307,10440,B,10
20180307,10441,B,35
20180307,10442,G,0
20180307,10443,R,7
20180307,10444,B,22
20180307,10445,R,36
20180307,10446,B,29
20180307,10447,B,28
20180307,10448,R,3
20180307,10449,B,26
20180307,10450,R,18
20180307,10451,B,17
20180307,10452,R,3
20180307,10453,R,36
20180307,10454,R,25
20180307,10455,R,36
20180307,10456,R,7
20180307,10457,R,16
20180307,10458,B,17
20180307,10459,B,8
20180307,10460,R,30
20180307,10461,R,21
20180307,10462,B,31
20180307,10463,B,33
20180307,10464,R,30
20180307,10465,B,2
20180307,10466,B,33
20180307,10467,R,25
20180307,10468,B,13
20180307,10469,B,31
20180307,10470,B,20
20180307,10471,R,21
20180307,10472,B,28
20180307,10473,R,27
20180307,10474,R,5
20180307,10475,R,21
20180307,10476,B,20
20180307,10477,B,22
20180307,10478,R,1
20180307,10479,R,23
20180307,10480,B,20
20180307,10481,R,12
20180307,10482,R,34
20180307,10483,R,14
20180307,10484,R,27
20180307,10485,R,30
20180307,10486,R,27
20180307,10487,B,10
20180307,10488,R,34
20180307,10489,B,26
20180307,10490,B,33
20180307,10491,R,27
20180307,10492,R,14
20180307,10493,R,16
20180307,10494,B,28
20180307,10495,R,32
20180307,10496,G,0
20180307,10497,B,29
20180307,10498,R,19
20180307,10499,B,10
20180307,10500,B,11
20180307,10501,B,4
20180307,10502,R,36
20180307,10503,B,4
20180307,10504,R,23
20180307,10505,B,22
20180307,10506,R,34
20180307,10507,B,33
20180307,10508,R,9
20180307,10509,R,19
20180307,10510,R,3
20180307,10511,R,3
20180307,10512,R,21
20180307,10513,R,30
20180307,10514,B,4
20180307,10515,B,35
20180307,10516,R,3
20180307,10517,R,9
20180307,10518,B,22
20180307,10519,G,0
20180307,10520,R,18
20180307,10521,B,20
20180307,10522,G,0
20180307,10523,R,34
20180307,10524,R,19
20180307,10525,B,20
20180307,10526,B,28
20180307,10527,R,5
20180307,10528,B,11
20180307,10529,R,5
20180307,10530,B,2
20180307,10531,B,4
20180307,10532,B,2
20180307,10533,R,16
20180307,10534,R,16
20180307,10535,R,23
20180307,10536,B,24
20180307,10537,B,4
20180307,10538,B,17
20180307,10539,B,10
20180307,10540,B,8
20180307,10541,R,23
20180307,10542,R,23
20180307,10543,B,22
20180307,10544,B,22
20180307,10545,B,6
20180307,10546,R,12
20180307,10547,R,7
20180307,10548,G,0
20180307,10549,R,12
20180307,10550,B,33
20180307,10551,R,27
20180307,10552,B,13
20180307,10553,B,26
20180307,10554,R,25
20180307,10555,B,24
20180307,10556,B,24
20180307,10557,R,5
20180307,10558,R,19
20180307,10559,B,28
20180307,10560,B,8
20180307,10561,B,35
20180307,10562,B,10
20180307,10563,B,8
20180307,10564,B,4
20180307,10565,B,35
20180307,10566,R,32
20180307,10567,R,36
20180307,10568,R,16
20180307,10569,R,23
20180307,10570,B,22
20180307,10571,B,6
20180307,10572,R,21
20180307,10573,G,0
20180307,10574,B,10
20180307,10575,R,18
20180307,10576,B,20
20180307,10577,R,9
20180307,10578,B,17
20180307,10579,B,11
20180307,10580,R,21
20180307,10581,B,31
20180307,10582,B,22
20180307,10583,R,16
20180307,10584,B,11
20180307,10585,R,25
20180307,10586,B,28
20180307,10587,B,10
20180307,10588,B,29
20180307,10589,B,2
20180307,10590,R,1
20180307,10591,B,33
20180307,10592,B,31
20180307,10593,B,8
20180307,10594,R,21
20180307,10595,R,19
20180307,10596,B,20
20180307,10597,R,14
20180307,10598,B,29
20180307,10599,B,11
20180307,10600,B,26
20180307,10601,B,35
20180307,10602,B,10
20180307,10603,R,1
20180307,10604,B,22
20180307,10605,B,4
20180307,10606,R,34
20180307,10607,B,33
20180307,10608,R,7
20180307,10609,R,18
20180307,10610,R,30
20180307,10611,R,5
20180307,10612,B,4
20180307,10613,B,2
20180307,10614,B,10
20180307,10615,R,25
20180307,10616,R,27
20180307,10617,R,9
20180307,10618,R,14
20180307,10619,B,10
20180307,10620,R,34
20180307,10621,B,13
20180307,10622,B,4
20180307,10623,B,29
20180307,10624,B,13
20180307,10625,R,21
20180307,10626,R,30
20180307,10627,B,17
20180307,10628,R,30
20180307,10629,B,31
20180307,10630,B,15
20180307,10631,R,36
20180307,10632,R,30
20180307,10633,B,31
20180307,10634,R,12
20180307,10635,B,22
20180307,10636,B,10
20180307,10637,R,25
20180307,10638,R,34
20180307,10639,R,5
20180307,10640,R,23
20180307,10641,B,31
20180307,10642,R,32
20180307,10643,B,4
20180307,10644,B,31
20180307,10645,G,0
20180307,10646,R,21
20180307,10647,B,15
20180307,10648,G,0
20180307,10649,R,25
20180307,10650,B,13
20180307,10651,R,12
20180307,10652,B,29
20180307,10653,R,23
20180307,10654,R,30
20180307,10655,B,17
20180307,10656,R,1
20180307,10657,R,16
20180307,10658,G,0
20180307,10659,B,15
20180307,10660,B,4
20180307,10661,B,6
20180307,10662,B,4
20180307,10663,B,13
20180307,10664,R,34
20180307,10665,B,2
20180307,10666,R,14
20180307,10667,R,34
20180307,10668,R,27
20180307,10669,R,9
20180307,10670,R,34
20180307,10671,R,27
20180307,10672,R,16
20180307,10673,R,30
20180307,10674,B,24
20180307,10675,R,7
20180307,10676,R,12
20180307,10677,B,11
20180307,10678,R,16
20180307,10679,R,30
20180307,10680,B,17
20180307,10681,B,8
20180307,10682,B,28
20180307,10683,B,6
20180307,10684,B,10
20180307,10685,B,10
20180307,10686,B,28
20180307,10687,R,32
20180307,10688,R,14
20180307,10689,B,10
20180307,10690,B,29
20180307,10691,R,19
20180307,10692,R,14
20180307,10693,B,33
20180307,10694,R,7
20180307,10695,R,5
20180307,10696,R,30
20180307,10697,R,16
20180307,10698,B,28
20180307,10699,B,35
20180307,10700,B,15
20180307,10701,R,9
20180307,10702,B,8
20180307,10703,B,29
20180307,10704,R,18
20180307,10705,B,8
20180307,10706,R,5
20180307,10707,R,30
20180307,10708,B,15
20180307,10709,B,33
20180307,10710,G,0
20180307,10711,B,22
20180307,10712,B,28
20180307,10713,R,3
20180307,10714,B,11
20180307,10715,B,13
20180307,10716,R,16
20180307,10717,B,29
20180307,10718,B,28
20180307,10719,B,22
20180307,10720,B,4
20180307,10721,B,20
20180407,10722,B,22
20180407,10723,R,14
20180407,10724,B,2
20180407,10725,B,13
20180407,10726,B,31
20180407,10727,B,33
20180407,10728,R,19
20180407,10729,B,31
20180407,10730,R,19
20180407,10731,B,17
20180407,10732,R,36
20180407,10733,B,26
20180407,10734,B,22
20180407,10735,R,18
20180407,10736,R,32
20180407,10737,B,15
20180407,10738,R,32
20180407,10739,B,31
20180407,10740,R,18
20180407,10741,R,25
20180407,10742,B,24
20180407,10743,B,11
20180407,10744,R,19
20180407,10745,B,17
20180407,10746,B,33
20180407,10747,R,18
20180407,10748,R,30
20180407,10749,B,22
20180407,10750,B,2
20180407,10751,B,10
20180407,10752,G,0
20180407,10753,B,26
20180407,10754,R,12
20180407,10755,R,1
20180407,10756,G,0
20180407,10757,B,13
20180407,10758,B,13
20180407,10759,R,34
20180407,10760,B,17
20180407,10761,B,28
20180407,10762,B,35
20180407,10763,R,19
20180407,10764,R,18
20180407,10765,G,0
20180407,10766,R,25
20180407,10767,R,27
20180407,10768,B,2
20180407,10769,G,0
20180407,10770,R,30
20180407,10771,R,16
20180407,10772,B,22
20180407,10773,B,28
20180407,10774,R,1
20180407,10775,B,15
20180407,10776,B,20
20180407,10777,B,20
20180407,10778,R,32
20180407,10779,B,10
20180407,10780,B,20
20180407,10781,B,8
20180407,10782,R,14
20180407,10783,B,4
20180407,10784,R,7
20180407,10785,R,1
20180407,10786,B,10
20180407,10787,B,11
20180407,10788,B,26
20180407,10789,B,20
20180407,10790,B,17
20180407,10791,B,31
20180407,10792,R,16
20180407,10793,R,12
20180407,10794,B,17
20180407,10795,B,28
20180407,10796,B,24
20180407,10797,R,3
20180407,10798,B,26
20180407,10799,G,0
20180407,10800,R,30
20180407,10801,R,5
20180407,10802,R,23
20180407,10803,B,6
20180407,10804,R,32
20180407,10805,B,17
20180407,10806,R,14
20180407,10807,B,20
20180407,10808,B,26
20180407,10809,R,5
20180407,10810,B,26
20180407,10811,B,24
20180407,10812,R,32
20180407,10813,B,10
20180407,10814,R,19
20180407,10815,R,32
20180407,10816,B,11
20180407,10817,R,1
20180407,10818,B,35
20180407,10819,R,23
20180407,10820,R,9
20180407,10821,B,13
20180407,10822,R,9
20180407,10823,R,1
20180407,10824,B,22
20180407,10825,B,20
20180407,10826,R,19
20180407,10827,R,14
20180407,10828,R,25
20180407,10829,B,20
20180407,10830,R,34
20180407,10831,R,3
20180407,10832,R,1
20180407,10833,R,12
20180407,10834,R,1
20180407,10835,R,14
20180407,10836,R,16
20180407,10837,R,12
20180407,10838,B,33
20180407,10839,B,31
20180407,10840,B,13
20180407,10841,B,17
20180407,10842,R,16
20180407,10843,B,8
20180407,10844,B,2
20180407,10845,B,6
20180407,10846,B,6
20180407,10847,R,34
20180407,10848,R,36
20180407,10849,B,31
20180407,10850,B,13
20180407,10851,B,2
20180407,10852,B,17
20180407,10853,G,0
20180407,10854,R,9
20180407,10855,R,12
20180407,10856,G,0
20180407,10857,B,2
20180407,10858,R,34
20180407,10859,R,5
20180407,10860,B,28
20180407,10861,R,1
20180407,10862,B,15
20180407,10863,B,15
20180407,10864,R,12
20180407,10865,B,8
20180407,10866,B,15
20180407,10867,R,34
20180407,10868,R,16
20180407,10869,R,9
20180407,10870,R,25
20180407,10871,G,0
20180407,10872,B,28
20180407,10873,B,11
20180407,10874,B,28
20180407,10875,B,31
20180407,10876,R,34
20180407,10877,B,29
20180407,10878,B,10
20180407,10879,B,10
20180407,10880,G,0
20180407,10881,B,15
20180407,10882,R,12
20180407,10883,B,6
20180407,10884,G,0
20180407,10885,B,6
20180407,10886,R,7
20180407,10887,B,17
20180407,10888,R,25
20180407,10889,B,35
20180407,10890,R,19
20180407,10891,R,30
20180407,10892,R,9
20180407,10893,R,16
20180407,10894,R,23
20180407,10895,R,7
20180407,10896,B,2
20180407,10897,R,7
20180407,10898,B,28
20180407,10899,B,26
20180407,10900,R,14
20180407,10901,B,11
20180407,10902,R,12
20180407,10903,R,21
20180407,10904,R,14
20180407,10905,B,4
20180407,10906,G,0
20180407,10907,B,4
20180407,10908,B,33
20180407,10909,B,6
20180407,10910,R,5
20180407,10911,B,13
20180407,10912,B,33
20180407,10913,R,12
20180407,10914,B,11
20180407,10915,R,23
20180407,10916,B,29
20180407,10917,B,31
20180407,10918,B,6
20180407,10919,B,10
20180407,10920,R,19
20180407,10921,R,30
20180407,10922,R,12
20180407,10923,G,0
20180407,10924,R,12
20180407,10925,R,36
20180407,10926,B,4
20180407,10927,B,26
20180407,10928,B,35
20180407,10929,R,30
20180407,10930,B,35
20180407,10931,B,8
20180407,10932,R,1
20180407,10933,B,13
20180407,10934,R,9
20180407,10935,B,26
20180407,10936,B,35
20180407,10937,B,31
20180407,10938,R,9
20180407,10939,B,31
20180407,10940,B,6
20180407,10941,B,13
20180407,10942,R,27
20180407,10943,B,24
20180407,10944,R,9
20180407,10945,R,32
20180507,10946,R,36
20180507,10947,B,10
20180507,10948,R,3
20180507,10949,B,8
20180507,10950,B,22
20180507,10951,R,18
20180507,10952,B,24
20180507,10953,R,3
20180507,10954,R,30
20180507,10955,G,0
20180507,10956,R,3
20180507,10957,R,5
20180507,10958,R,34
20180507,10959,R,16
20180507,10960,B,4
20180507,10961,B,4
20180507,10962,R,27
20180507,10963,B,26
20180507,10964,R,7
20180507,10965,B,28
20180507,10966,R,12
20180507,10967,R,12
20180507,10968,R,7
20180507,10969,B,35
20180507,10970,B,31
20180507,10971,R,3
20180507,10972,R,34
20180507,10973,B,35
20180507,10974,R,16
20180507,10975,B,24
20180507,10976,B,8
20180507,10977,R,32
20180507,10978,B,33
20180507,10979,B,17
20180507,10980,B,29
20180507,10981,R,36
20180507,10982,R,19
20180507,10983,R,34
20180507,10984,R,30
20180507,10985,B,20
20180507,10986,B,15
20180507,10987,B,15
20180507,10988,B,17
20180507,10989,B,8
20180507,10990,R,34
20180507,10991,B,24
20180507,10992,B,2
20180507,10993,R,7
20180507,10994,B,26
20180507,10995,B,4
20180507,10996,B,2
20180507,10997,B,17
20180507,10998,B,13
20180507,10999,B,6
20180507,11000,B,33
20180507,11001,R,14
20180507,11002,R,7
20180507,11003,B,2
20180507,11004,B,8
20180507,11005,B,2
20180507,11006,B,26
20180507,11007,R,30
20180507,11008,R,16
20180507,11009,B,6
20180507,11010,B,8
20180507,11011,B,15
20180507,11012,B,24
20180507,11013,B,17
20180507,11014,R,12
20180507,11015,R,36
20180507,11016,R,16
20180507,11017,B,6
20180507,11018,B,11
20180507,11019,R,36
20180507,11020,B,10
20180507,11021,R,36
20180507,11022,R,30
20180507,11023,R,12
20180507,11024,G,0
20180507,11025,B,29
20180507,11026,R,9
20180507,11027,R,30
20180507,11028,G,0
20180507,11029,B,4
20180507,11030,B,10
20180507,11031,R,9
20180507,11032,R,32
20180507,11033,R,5
20180507,11034,B,35
20180507,11035,R,21
20180507,11036,R,32
20180507,11037,B,17
20180507,11038,B,20
20180507,11039,R,7
20180507,11040,B,8
20180507,11041,B,8
20180507,11042,B,33
20180507,11043,B,15
20180507,11044,B,33
20180507,11045,R,30
20180507,11046,B,17
20180507,11047,R,36
20180507,11048,R,7
20180507,11049,R,19
20180507,11050,R,18
20180507,11051,R,30
20180507,11052,B,17
20180507,11053,B,8
20180507,11054,B,26
20180507,11055,B,10
20180507,11056,R,27
20180507,11057,R,12
20180507,11058,R,21
20180507,11059,B,8
20180507,11060,R,3
20180507,11061,B,35
20180507,11062,R,36
20180507,11063,R,34
20180507,11064,B,13
20180507,11065,B,13
20180507,11066,R,19
20180507,11067,B,11
20180507,11068,R,9
20180507,11069,B,8
20180507,11070,R,18
20180507,11071,R,19
20180507,11072,B,4
20180507,11073,R,9
20180507,11074,R,9
20180507,11075,B,26
20180507,11076,R,32
20180507,11077,R,1
20180507,11078,B,35
20180507,11079,R,21
20180507,11080,B,6
20180507,11081,B,8
20180507,11082,R,5
20180507,11083,R,30
20180507,11084,B,22
20180507,11085,R,7
20180507,11086,G,0
20180507,11087,R,1
20180507,11088,B,4
20180507,11089,R,12
20180507,11090,B,6
20180507,11091,R,27
20180507,11092,R,19
20180507,11093,R,34
20180507,11094,B,33
20180507,11095,R,12
20180507,11096,R,27
20180507,11097,B,33
20180507,11098,R,30
20180507,11099,R,14
20180507,11100,R,5
20180507,11101,R,5
20180507,11102,R,21
20180507,11103,B,6
20180507,11104,G,0
20180507,11105,R,3
20180507,11106,B,31
20180507,11107,B,33
20180607,11108,B,35
20180607,11109,B,26
20180607,11110,R,7
20180607,11111,R,27
20180607,11112,R,25
20180607,11113,B,15
20180607,11114,R,27
20180607,11115,B,10
20180607,11116,R,34
20180607,11117,B,35
20180607,11118,B,11
20180607,11119,B,35
20180607,11120,R,16
20180607,11121,B,26
20180607,11122,R,7
20180607,11123,B,33
20180607,11124,B,6
20180607,11125,R,16
20180607,11126,R,30
20180607,11127,B,31
20180607,11128,B,15
20180607,11129,B,22
20180607,11130,R,5
20180607,11131,R,23
20180607,11132,B,4
20180607,11133,R,19
20180607,11134,B,10
20180607,11135,R,34
20180607,11136,B,20
20180607,11137,G,0
20180607,11138,B,17
20180607,11139,R,21
20180607,11140,B,35
20180607,11141,R,14
20180607,11142,R,23
20180607,11143,R,30
20180607,11144,B,11
20180607,11145,B,24
20180607,11146,B,8
20180607,11147,R,34
20180607,11148,B,17
20180607,11149,B,26
20180607,11150,B,8
20180607,11151,R,30
20180607,11152,B,4
20180607,11153,B,28
20180607,11154,R,19
20180607,11155,B,10
20180607,11156,B,35
20180607,11157,R,19
20180607,11158,G,0
20180607,11159,B,24
20180607,11160,R,27
20180607,11161,G,0
20180607,11162,B,11
20180607,11163,R,3
20180607,11164,R,36
20180607,11165,R,16
20180607,11166,R,7
20180607,11167,B,11
20180607,11168,B,29
20180607,11169,B,4
20180607,11170,B,22
20180607,11171,B,10
20180607,11172,R,5
20180607,11173,R,21
20180607,11174,R,21
20180607,11175,B,22
20180607,11176,R,32
20180607,11177,B,33
20180607,11178,R,14
20180607,11179,R,7
20180607,11180,R,7
20180607,11181,R,30
20180607,11182,B,22
20180607,11183,B,24
20180607,11184,B,8
20180607,11185,G,0
20180607,11186,B,28
20180607,11187,R,18
20180607,11188,R,14
20180607,11189,R,12
20180607,11190,B,6
20180607,11191,B,24
20180607,11192,B,2
20180607,11193,R,36
20180607,11194,R,5
20180607,11195,B,6
20180607,11196,R,7
20180607,11197,B,29
20180607,11198,B,15
20180607,11199,R,34
20180607,11200,R,9
20180607,11201,R,21
20180607,11202,R,34
20180607,11203,B,26
20180607,11204,R,18
20180607,11205,R,23
20180607,11206,B,35
20180607,11207,B,24
20180607,11208,R,19
20180607,11209,B,28
20180607,11210,R,7
20180607,11211,B,22
20180607,11212,B,33
20180607,11213,R,32
20180607,11214,B,2
20180607,11215,R,16
20180607,11216,B,17
20180607,11217,B,24
20180607,11218,B,20
20180607,11219,R,14
20180607,11220,B,31
20180607,11221,B,2
20180607,11222,R,34
20180607,11223,R,27
20180607,11224,R,19
20180607,11225,G,0
20180607,11226,R,23
20180607,11227,R,9
20180607,11228,B,20
20180607,11229,R,34
20180607,11230,B,10
20180607,11231,B,13
20180607,11232,B,22
20180607,11233,R,34
20180607,11234,R,34
20180607,11235,R,14
20180607,11236,B,2
20180607,11237,B,35
20180607,11238,B,26
20180607,11239,R,9
20180607,11240,R,32
20180607,11241,R,7
20180607,11242,B,29
20180607,11243,R,12
20180607,11244,R,36
20180607,11245,B,31
20180607,11246,R,30
20180607,11247,B,10
20180607,11248,B,29
20180607,11249,R,36
20180607,11250,R,16
20180607,11251,R,7
20180607,11252,R,7
20180607,11253,R,23
20180607,11254,B,33
20180607,11255,R,36
20180607,11256,R,30
20180607,11257,B,8
20180607,11258,R,36
20180607,11259,B,20
20180607,11260,B,4
20180607,11261,R,18
20180607,11262,B,26
20180607,11263,G,0
20180607,11264,B,17
20180607,11265,B,11
20180607,11266,B,10
20180607,11267,B,8
20180607,11268,B,26
20180607,11269,R,19
20180607,11270,B,22
20180607,11271,R,16
20180607,11272,R,14
20180607,11273,B,28
20180607,11274,B,15
20180607,11275,R,1
20180607,11276,R,19
20180607,11277,R,14
20180607,11278,R,18
20180607,11279,R,34
20180607,11280,R,34
20180607,11281,B,6
20180607,11282,R,9
20180607,11283,R,12
20180607,11284,R,12
20180607,11285,B,13
20180607,11286,R,32
20180707,11287,R,12
20180707,11288,B,26
20180707,11289,B,29
20180707,11290,R,12
20180707,11291,R,18
20180707,11292,R,16
20180707,11293,B,2
20180707,11294,B,8
20180707,11295,R,9
20180707,11296,B,28
20180707,11297,B,15
20180707,11298,B,28
20180707,11299,R,25
20180707,11300,R,16
20180707,11301,B,10
20180707,11302,R,30
20180707,11303,B,33
20180707,11304,B,17
20180707,11305,R,16
20180707,11306,B,2
20180707,11307,B,17
20180707,11308,B,8
20180707,11309,R,1
20180707,11310,B,6
20180707,11311,B,22
20180707,11312,B,4
20180707,11313,B,31
20180707,11314,B,28
20180707,11315,R,25
20180707,11316,R,34
20180707,11317,R,16
20180707,11318,R,36
20180707,11319,B,13
20180707,11320,R,19
20180707,11321,R,25
20180707,11322,B,24
20180707,11323,R,30
20180707,11324,R,23
20180707,11325,B,13
20180707,11326,R,21
20180707,11327,B,22
20180707,11328,B,6
20180707,11329,R,19
20180707,11330,R,27
20180707,11331,R,7
20180707,11332,B,11
20180707,11333,R,18
20180707,11334,B,22
20180707,11335,R,3
20180707,11336,B,4
20180707,11337,R,18
20180707,11338,R,9
20180707,11339,R,27
20180707,11340,R,9
20180707,11341,B,6
20180707,11342,R,23
20180707,11343,B,22
20180707,11344,R,23
20180707,11345,B,11
20180707,11346,R,23
20180707,11347,B,17
20180707,11348,B,17
20180707,11349,R,27
20180707,11350,R,3
20180707,11351,B,6
20180707,11352,B,31
20180707,11353,R,14
20180707,11354,B,28
20180707,11355,B,10
20180707,11356,R,14
20180707,11357,R,3
20180707,11358,B,10
20180707,11359,R,14
20180707,11360,R,5
20180707,11361,B,28
20180707,11362,R,23
20180707,11363,B,11
20180707,11364,B,31
20180707,11365,B,26
20180707,11366,R,27
20180707,11367,R,30
20180707,11368,R,30
20180707,11369,B,35
20180707,11370,B,26
20180707,11371,R,32
20180707,11372,B,10
20180707,11373,B,15
20180707,11374,B,11
20180707,11375,B,10
20180707,11376,B,11
20180707,11377,R,32
20180707,11378,R,36
20180707,11379,B,10
20180707,11380,R,19
20180707,11381,B,29
20180707,11382,R,32
20180707,11383,R,5
20180707,11384,R,14
20180707,11385,G,0
20180707,11386,R,19
20180707,11387,R,30
20180707,11388,B,15
20180707,11389,B,4
20180707,11390,R,16
20180707,11391,B,17
20180707,11392,R,23
20180707,11393,R,16
20180707,11394,B,26
20180707,11395,B,6
20180707,11396,B,26
20180707,11397,R,25
20180707,11398,B,22
20180707,11399,B,20
20180707,11400,B,10
20180707,11401,R,34
20180707,11402,B,17
20180707,11403,R,18
20180707,11404,B,15
20180707,11405,B,10
20180707,11406,B,31
20180707,11407,B,8
20180707,11408,R,9
20180707,11409,B,31
20180707,11410,R,3
20180707,11411,R,30
20180707,11412,B,6
20180707,11413,B,22
20180707,11414,R,34
20180707,11415,R,16
20180707,11416,G,0
20180707,11417,G,0
20180707,11418,B,31
20180707,11419,R,7
20180707,11420,B,33
20180707,11421,B,10
20180707,11422,R,12
20180707,11423,R,16
20180707,11424,R,25
20180707,11425,R,7
20180707,11426,R,36
20180707,11427,R,19
20180707,11428,R,9
20180707,11429,R,12
20180707,11430,B,8
20180707,11431,B,15
20180707,11432,B,31
20180707,11433,B,35
20180707,11434,G,0
20180707,11435,R,21
20180707,11436,R,7
20180707,11437,R,19
20180707,11438,B,26
20180707,11439,R,32
20180707,11440,R,16
20180707,11441,B,28
20180707,11442,G,0
20180707,11443,B,28
20180707,11444,B,10
20180707,11445,B,22
20180707,11446,B,17
20180707,11447,R,12
20180707,11448,B,33
20180707,11449,B,11
20180707,11450,B,35
20180707,11451,B,2
20180707,11452,R,23
20180707,11453,B,26
20180707,11454,R,14
20180707,11455,B,22
20180707,11456,B,17
20180707,11457,B,8
20180707,11458,R,19
20180707,11459,B,35
20180707,11460,R,16
20180707,11461,B,29
20180707,11462,R,27
20180907,11463,R,5
20180907,11464,R,34
20180907,11465,B,31
20180907,11466,R,9
20180907,11467,R,9
20180907,11468,R,18
20180907,11469,B,35
20180907,11470,R,9
20180907,11471,B,35
20180907,11472,R,9
20180907,11473,R,30
20180907,11474,B,29
20180907,11475,B,8
20180907,11476,B,26
20180907,11477,R,3
20180907,11478,B,15
20180907,11479,R,34
20180907,11480,B,35
20180907,11481,B,24
20180907,11482,B,11
20180907,11483,B,24
20180907,11484,B,31
20180907,11485,R,7
20180907,11486,R,1
20180907,11487,R,9
20180907,11488,R,12
20180907,11489,B,33
20180907,11490,R,16
20180907,11491,G,0
20180907,11492,R,21
20180907,11493,R,21
20180907,11494,B,15
20180907,11495,G,0
20180907,11496,R,25
20180907,11497,R,36
20180907,11498,B,29
20180907,11499,R,19
20180907,11500,B,31
20180907,11501,B,11
20180907,11502,R,14
20180907,11503,R,23
20180907,11504,R,32
20180907,11505,B,15
20180907,11506,R,1
20180907,11507,B,2
20180907,11508,B,22
20180907,11509,B,2
20180907,11510,B,35
20180907,11511,B,11
20180907,11512,R,34
20180907,11513,R,30
20180907,11514,R,7
20180907,11515,R,34
20180907,11516,R,16
20180907,11517,B,15
20180907,11518,R,36
20180907,11519,B,15
20180907,11520,B,35
20180907,11521,B,11
20180907,11522,B,31
20180907,11523,B,11
20180907,11524,B,35
20180907,11525,R,32
20180907,11526,R,32
20180907,11527,B,2
20180907,11528,R,18
20180907,11529,B,33
20180907,11530,B,28
20180907,11531,B,8
20180907,11532,R,7
20180907,11533,R,16
20180907,11534,R,21
20180907,11535,B,10
20180907,11536,R,19
20180907,11537,B,35
20180907,11538,B,31
20180907,11539,B,6
20180907,11540,R,3
20180907,11541,R,30
20180907,11542,B,20
20180907,11543,R,1
20180907,11544,B,26
20180907,11545,B,2
20180907,11546,B,31
20180907,11547,B,33
20180907,11548,B,26
20180907,11549,R,16
20180907,11550,B,35
20180907,11551,R,36
20180907,11552,G,0
20180907,11553,B,10
20180907,11554,R,16
20180907,11555,R,23
20180907,11556,B,10
20180907,11557,B,2
20180907,11558,B,33
20180907,11559,R,25
20180907,11560,R,36
20180907,11561,R,36
20180907,11562,R,14
20180907,11563,R,19
